scenario_condition,agent_condition,metric,n,mean,std,median,min,max,bootstrap_95_ci_low,bootstrap_95_ci_high
stable_constrained,runtime_enforced_ceiling_comparator,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
stable_constrained,structured_delegation_policy,task_performance,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
stable_constrained,structured_delegation_policy,collaborative_score,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
stable_constrained,structured_delegation_policy,attempted_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,structured_delegation_policy,attempted_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,structured_delegation_policy,executed_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,structured_delegation_policy,executed_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,structured_delegation_policy,unnecessary_confirmation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,structured_delegation_policy,required_confirmation_compliance,24,1.0,0.0,1.0,1.0,1.0,1.0,1.0
stable_constrained,structured_delegation_policy,human_interruption_burden,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
stable_constrained,structured_delegation_policy,initiative_entropy,25,0.48312768,0.1006516,0.503258,0.0,0.503258,0.44286704,0.503258
stable_constrained,structured_delegation_policy,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
